learner_id,cohort_id,grade_band,age_range,stage_label,support_profile,expression_mode_preference,device_access,language_support,accommodation_flag,attendance_band,confidence_profile,trajectory_type,spelling_noise_level
L79_07_056,C79_07,7-9,12-14,Explorers,caption_support,presentation,laptop_priority,none,audio_support,irregular,balanced,high_stable,low
L79_07_057,C79_07,7-9,12-14,Explorers,caption_support,code_notes,laptop_priority,none,extended_time,steady,overconfident,late_bloom,low
L79_07_058,C79_07,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,light,organization_support,mixed,balanced,steady_growth,high
L79_07_059,C79_07,7-9,12-14,Explorers,checklist_support,code_notes,laptop_priority,none,organization_support,irregular,confident,needs_structure,high
L79_07_060,C79_07,7-9,12-14,Explorers,general,presentation,1to1_device,moderate,audio_support,mostly_steady,cautious,steady_growth,high
L79_08_001,C79_08,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,light,audio_support,steady,confident,steady_growth,low
L79_08_002,C79_08,7-9,12-14,Explorers,caption_support,mixed,1to1_device,moderate,extended_time,steady,overconfident,high_stable,high
L79_08_003,C79_08,7-9,12-14,Explorers,sentence_stems,written,shared_device,light,organization_support,steady,cautious,needs_structure,low
L79_08_004,C79_08,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,none,visual_support,steady,overconfident,needs_structure,low
L79_08_005,C79_08,7-9,12-14,Explorers,audio_reflection,written,shared_device,moderate,audio_support,mixed,overconfident,needs_structure,medium
L79_08_006,C79_08,7-9,12-14,Explorers,checklist_support,written,1to1_device,moderate,extended_time,mostly_steady,cautious,late_bloom,medium
L79_08_007,C79_08,7-9,12-14,Explorers,general,presentation,1to1_device,moderate,none,irregular,confident,needs_structure,high
L79_08_008,C79_08,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,light,organization_support,mixed,cautious,variable_growth,low
L79_08_009,C79_08,7-9,12-14,Explorers,sentence_stems,mixed,tablet_mix,none,audio_support,mostly_steady,cautious,high_stable,low
L79_08_010,C79_08,7-9,12-14,Explorers,audio_reflection,code_notes,shared_device,none,visual_support,mixed,cautious,high_stable,low
L79_08_011,C79_08,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,moderate,none,mostly_steady,balanced,variable_growth,high
L79_08_012,C79_08,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,moderate,none,irregular,overconfident,steady_growth,low
L79_08_013,C79_08,7-9,12-14,Explorers,audio_reflection,written,tablet_mix,moderate,extended_time,steady,confident,late_bloom,low
L79_08_014,C79_08,7-9,12-14,Explorers,audio_reflection,written,tablet_mix,light,organization_support,steady,cautious,late_bloom,medium
L79_08_015,C79_08,7-9,12-14,Explorers,general,code_notes,laptop_priority,light,audio_support,mostly_steady,balanced,high_stable,low
L79_08_016,C79_08,7-9,12-14,Explorers,caption_support,written,shared_device,light,visual_support,mostly_steady,cautious,late_bloom,low
L79_08_017,C79_08,7-9,12-14,Explorers,audio_reflection,mixed,tablet_mix,moderate,extended_time,steady,overconfident,needs_structure,high
L79_08_018,C79_08,7-9,12-14,Explorers,audio_reflection,written,shared_device,none,organization_support,irregular,confident,high_stable,low
L79_08_019,C79_08,7-9,12-14,Explorers,caption_support,mixed,1to1_device,none,visual_support,mostly_steady,balanced,late_bloom,low
L79_08_020,C79_08,7-9,12-14,Explorers,checklist_support,written,1to1_device,none,extended_time,mostly_steady,confident,steady_growth,low
L79_08_021,C79_08,7-9,12-14,Explorers,caption_support,code_notes,laptop_priority,light,audio_support,irregular,overconfident,variable_growth,medium
L79_08_022,C79_08,7-9,12-14,Explorers,audio_reflection,written,laptop_priority,light,none,steady,balanced,variable_growth,high
L79_08_023,C79_08,7-9,12-14,Explorers,checklist_support,written,shared_device,none,none,steady,cautious,variable_growth,high
L79_08_024,C79_08,7-9,12-14,Explorers,checklist_support,written,tablet_mix,light,none,irregular,cautious,needs_structure,medium
L79_08_025,C79_08,7-9,12-14,Explorers,audio_reflection,presentation,1to1_device,moderate,organization_support,irregular,confident,high_stable,medium
L79_08_026,C79_08,7-9,12-14,Explorers,audio_reflection,written,laptop_priority,none,extended_time,irregular,balanced,late_bloom,low
L79_08_027,C79_08,7-9,12-14,Explorers,caption_support,written,laptop_priority,light,extended_time,mixed,overconfident,needs_structure,medium
L79_08_028,C79_08,7-9,12-14,Explorers,sentence_stems,code_notes,tablet_mix,none,organization_support,irregular,balanced,steady_growth,low
L79_08_029,C79_08,7-9,12-14,Explorers,general,written,shared_device,none,audio_support,irregular,balanced,late_bloom,low
L79_08_030,C79_08,7-9,12-14,Explorers,audio_reflection,written,shared_device,moderate,none,steady,confident,high_stable,high
L79_08_031,C79_08,7-9,12-14,Explorers,audio_reflection,written,tablet_mix,light,visual_support,mostly_steady,confident,late_bloom,high
L79_08_032,C79_08,7-9,12-14,Explorers,general,presentation,laptop_priority,moderate,visual_support,mostly_steady,overconfident,late_bloom,low
L79_08_033,C79_08,7-9,12-14,Explorers,general,written,1to1_device,moderate,none,steady,confident,late_bloom,low
L79_08_034,C79_08,7-9,12-14,Explorers,sentence_stems,code_notes,tablet_mix,none,audio_support,steady,cautious,steady_growth,medium
L79_08_035,C79_08,7-9,12-14,Explorers,audio_reflection,presentation,1to1_device,moderate,organization_support,mostly_steady,cautious,variable_growth,high
L79_08_036,C79_08,7-9,12-14,Explorers,caption_support,presentation,shared_device,moderate,audio_support,mixed,overconfident,variable_growth,low
L79_08_037,C79_08,7-9,12-14,Explorers,general,written,tablet_mix,none,audio_support,steady,cautious,high_stable,low
L79_08_038,C79_08,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,light,extended_time,mixed,cautious,variable_growth,high
L79_08_039,C79_08,7-9,12-14,Explorers,audio_reflection,written,laptop_priority,light,organization_support,mixed,overconfident,needs_structure,low
L79_08_040,C79_08,7-9,12-14,Explorers,caption_support,written,tablet_mix,none,extended_time,mixed,cautious,high_stable,low
L79_08_041,C79_08,7-9,12-14,Explorers,audio_reflection,written,shared_device,light,organization_support,mixed,confident,steady_growth,high
L79_08_042,C79_08,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,moderate,audio_support,mixed,confident,variable_growth,high
L79_08_043,C79_08,7-9,12-14,Explorers,sentence_stems,written,1to1_device,moderate,audio_support,mostly_steady,overconfident,high_stable,low
L79_08_044,C79_08,7-9,12-14,Explorers,checklist_support,code_notes,laptop_priority,moderate,visual_support,steady,overconfident,high_stable,high
L79_08_045,C79_08,7-9,12-14,Explorers,sentence_stems,presentation,tablet_mix,moderate,audio_support,mixed,confident,late_bloom,low
L79_08_046,C79_08,7-9,12-14,Explorers,audio_reflection,mixed,laptop_priority,none,audio_support,mixed,confident,late_bloom,low
L79_08_047,C79_08,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,none,none,mostly_steady,overconfident,high_stable,high
L79_08_048,C79_08,7-9,12-14,Explorers,general,presentation,1to1_device,moderate,organization_support,mostly_steady,overconfident,late_bloom,medium
L79_08_049,C79_08,7-9,12-14,Explorers,sentence_stems,presentation,1to1_device,light,none,irregular,balanced,high_stable,medium
L79_08_050,C79_08,7-9,12-14,Explorers,checklist_support,written,1to1_device,light,organization_support,mostly_steady,overconfident,late_bloom,medium
L79_08_051,C79_08,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,moderate,audio_support,irregular,overconfident,high_stable,high
L79_08_052,C79_08,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,moderate,none,steady,cautious,variable_growth,low
L79_08_053,C79_08,7-9,12-14,Explorers,caption_support,written,shared_device,light,visual_support,mostly_steady,confident,needs_structure,medium
L79_08_054,C79_08,7-9,12-14,Explorers,general,presentation,shared_device,moderate,visual_support,steady,confident,variable_growth,high
L79_08_055,C79_08,7-9,12-14,Explorers,checklist_support,written,1to1_device,moderate,none,irregular,overconfident,variable_growth,low
L79_08_056,C79_08,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,none,audio_support,irregular,cautious,variable_growth,low
L79_08_057,C79_08,7-9,12-14,Explorers,caption_support,presentation,tablet_mix,moderate,extended_time,irregular,balanced,needs_structure,low
L79_08_058,C79_08,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,none,audio_support,mixed,cautious,needs_structure,high
L79_08_059,C79_08,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,moderate,none,steady,overconfident,late_bloom,low
L79_08_060,C79_08,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,moderate,extended_time,steady,balanced,late_bloom,low
L79_09_001,C79_09,7-9,12-14,Explorers,checklist_support,presentation,1to1_device,none,audio_support,irregular,overconfident,steady_growth,medium
L79_09_002,C79_09,7-9,12-14,Explorers,sentence_stems,mixed,shared_device,none,visual_support,mostly_steady,overconfident,variable_growth,high
L79_09_003,C79_09,7-9,12-14,Explorers,checklist_support,written,1to1_device,moderate,visual_support,irregular,overconfident,steady_growth,medium
L79_09_004,C79_09,7-9,12-14,Explorers,sentence_stems,written,shared_device,light,none,steady,balanced,late_bloom,high
L79_09_005,C79_09,7-9,12-14,Explorers,sentence_stems,mixed,shared_device,light,organization_support,irregular,cautious,needs_structure,low
L79_09_006,C79_09,7-9,12-14,Explorers,audio_reflection,written,shared_device,light,extended_time,mostly_steady,balanced,late_bloom,low
L79_09_007,C79_09,7-9,12-14,Explorers,caption_support,written,1to1_device,light,extended_time,steady,overconfident,steady_growth,medium
L79_09_008,C79_09,7-9,12-14,Explorers,sentence_stems,presentation,1to1_device,none,extended_time,mixed,confident,variable_growth,low
L79_09_009,C79_09,7-9,12-14,Explorers,checklist_support,written,laptop_priority,moderate,audio_support,mostly_steady,confident,needs_structure,low
L79_09_010,C79_09,7-9,12-14,Explorers,general,presentation,shared_device,light,none,irregular,cautious,needs_structure,medium
L79_09_011,C79_09,7-9,12-14,Explorers,sentence_stems,presentation,laptop_priority,moderate,extended_time,steady,cautious,variable_growth,low
L79_09_012,C79_09,7-9,12-14,Explorers,sentence_stems,presentation,1to1_device,moderate,visual_support,mostly_steady,confident,late_bloom,high
L79_09_013,C79_09,7-9,12-14,Explorers,checklist_support,mixed,tablet_mix,moderate,organization_support,mostly_steady,balanced,high_stable,low
L79_09_014,C79_09,7-9,12-14,Explorers,sentence_stems,written,1to1_device,none,organization_support,mostly_steady,overconfident,steady_growth,low
L79_09_015,C79_09,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,moderate,extended_time,irregular,balanced,needs_structure,low
L79_09_016,C79_09,7-9,12-14,Explorers,sentence_stems,mixed,1to1_device,none,organization_support,mixed,balanced,needs_structure,high
L79_09_017,C79_09,7-9,12-14,Explorers,general,code_notes,1to1_device,none,none,mixed,confident,steady_growth,low
L79_09_018,C79_09,7-9,12-14,Explorers,checklist_support,presentation,tablet_mix,moderate,none,mixed,confident,high_stable,low
L79_09_019,C79_09,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,none,audio_support,irregular,overconfident,variable_growth,low
L79_09_020,C79_09,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,moderate,extended_time,mostly_steady,confident,steady_growth,high
L79_09_021,C79_09,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,moderate,none,steady,balanced,needs_structure,high
L79_09_022,C79_09,7-9,12-14,Explorers,sentence_stems,written,shared_device,light,extended_time,mostly_steady,overconfident,high_stable,low
L79_09_023,C79_09,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,none,extended_time,mixed,overconfident,high_stable,medium
L79_09_024,C79_09,7-9,12-14,Explorers,checklist_support,written,1to1_device,light,extended_time,mostly_steady,cautious,late_bloom,low
L79_09_025,C79_09,7-9,12-14,Explorers,sentence_stems,code_notes,laptop_priority,light,audio_support,irregular,overconfident,late_bloom,high
L79_09_026,C79_09,7-9,12-14,Explorers,audio_reflection,written,shared_device,none,none,irregular,confident,late_bloom,low
L79_09_027,C79_09,7-9,12-14,Explorers,audio_reflection,written,1to1_device,light,none,irregular,balanced,high_stable,low
L79_09_028,C79_09,7-9,12-14,Explorers,sentence_stems,mixed,shared_device,none,visual_support,mostly_steady,overconfident,high_stable,low
L79_09_029,C79_09,7-9,12-14,Explorers,general,mixed,shared_device,moderate,none,mostly_steady,confident,late_bloom,medium
L79_09_030,C79_09,7-9,12-14,Explorers,checklist_support,mixed,laptop_priority,moderate,audio_support,irregular,cautious,steady_growth,high
L79_09_031,C79_09,7-9,12-14,Explorers,general,mixed,tablet_mix,light,organization_support,mixed,balanced,steady_growth,high
L79_09_032,C79_09,7-9,12-14,Explorers,caption_support,code_notes,1to1_device,none,visual_support,irregular,confident,variable_growth,low
L79_09_033,C79_09,7-9,12-14,Explorers,audio_reflection,presentation,laptop_priority,light,visual_support,steady,balanced,needs_structure,medium
L79_09_034,C79_09,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,moderate,visual_support,mixed,balanced,late_bloom,medium
L79_09_035,C79_09,7-9,12-14,Explorers,checklist_support,code_notes,laptop_priority,light,visual_support,mixed,cautious,late_bloom,low
L79_09_036,C79_09,7-9,12-14,Explorers,general,presentation,shared_device,moderate,audio_support,irregular,overconfident,variable_growth,low
L79_09_037,C79_09,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,none,visual_support,mixed,cautious,steady_growth,medium
L79_09_038,C79_09,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,moderate,none,steady,cautious,variable_growth,low
L79_09_039,C79_09,7-9,12-14,Explorers,general,written,laptop_priority,moderate,audio_support,mixed,overconfident,high_stable,high
L79_09_040,C79_09,7-9,12-14,Explorers,audio_reflection,presentation,tablet_mix,none,extended_time,mostly_steady,balanced,variable_growth,low
L79_09_041,C79_09,7-9,12-14,Explorers,caption_support,written,laptop_priority,none,none,mostly_steady,cautious,steady_growth,high
L79_09_042,C79_09,7-9,12-14,Explorers,audio_reflection,code_notes,shared_device,none,organization_support,mostly_steady,overconfident,late_bloom,medium
L79_09_043,C79_09,7-9,12-14,Explorers,general,mixed,laptop_priority,moderate,visual_support,mostly_steady,confident,high_stable,low
L79_09_044,C79_09,7-9,12-14,Explorers,audio_reflection,presentation,laptop_priority,light,audio_support,steady,overconfident,needs_structure,low
L79_09_045,C79_09,7-9,12-14,Explorers,audio_reflection,presentation,tablet_mix,moderate,visual_support,irregular,balanced,late_bloom,medium
L79_09_046,C79_09,7-9,12-14,Explorers,caption_support,presentation,laptop_priority,moderate,organization_support,steady,cautious,high_stable,low
L79_09_047,C79_09,7-9,12-14,Explorers,sentence_stems,mixed,1to1_device,none,organization_support,steady,cautious,variable_growth,low
L79_09_048,C79_09,7-9,12-14,Explorers,caption_support,presentation,laptop_priority,none,organization_support,irregular,cautious,high_stable,low
L79_09_049,C79_09,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,moderate,audio_support,steady,confident,variable_growth,low
L79_09_050,C79_09,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,none,none,steady,confident,needs_structure,medium
L79_09_051,C79_09,7-9,12-14,Explorers,caption_support,presentation,1to1_device,moderate,none,mixed,confident,needs_structure,medium
