ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L79_11_038_04_03,core_L79_11_038_04_03,L79_11_038,C79_11,S_C79_11_04,7-9,student_optional,Give feedback on this idea for health claim posts and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T13:20:00
AI_core_L79_11_038_08_05,core_L79_11_038_08_05,L79_11_038,C79_11,S_C79_11_08,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T10:10:00
AI_core_L79_11_039_02_01,core_L79_11_039_02_01,L79_11_039,C79_11,S_C79_11_02,7-9,student_optional,Give me 3 starting ideas for health claim posts for a families in a community forum.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,partial,True,2026-04-20T13:06:00
AI_core_L79_11_039_08_05,core_L79_11_039_08_05,L79_11_039,C79_11,S_C79_11_08,7-9,student_supervised,Give me 3 starting ideas for health claim posts for a families in a community forum.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-06-01T10:29:00
AI_core_L79_11_040_05_03,core_L79_11_040_05_03,L79_11_040,C79_11,S_C79_11_05,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T11:33:00
AI_core_L79_11_041_01_01,core_L79_11_041_01_01,L79_11_041,C79_11,S_C79_11_01,7-9,student_optional,Give a few example cases I could test for edited photo evidence.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T10:20:00
AI_core_L79_11_041_05_03,core_L79_11_041_05_03,L79_11_041,C79_11,S_C79_11_05,7-9,student_optional,Give feedback on this idea for edited photo evidence and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T11:33:00
AI_core_L79_11_043_03_02,core_L79_11_043_03_02,L79_11_043,C79_11,S_C79_11_03,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T10:07:00
AI_core_L79_11_046_02_02,core_L79_11_046_02_02,L79_11_046,C79_11,S_C79_11_02,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T13:26:00
AI_core_L79_11_046_03_03,core_L79_11_046_03_03,L79_11_046,C79_11,S_C79_11_03,7-9,student_optional,Give feedback on this idea for health claim posts and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-27T11:20:00
AI_core_L79_11_046_06_04,core_L79_11_046_06_04,L79_11_046,C79_11,S_C79_11_06,7-9,student_optional,Give a few example cases I could test for health claim posts.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T10:45:00
AI_core_L79_11_048_05_03,core_L79_11_048_05_03,L79_11_048,C79_11,S_C79_11_05,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T08:23:00
AI_core_L79_11_048_08_05,core_L79_11_048_08_05,L79_11_048,C79_11,S_C79_11_08,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T11:48:00
AI_core_L79_11_049_05_03,core_L79_11_049_05_03,L79_11_049,C79_11,S_C79_11_05,7-9,student_supervised,Give a few example cases I could test for image authenticity.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T14:36:00
AI_core_L79_11_049_07_04,core_L79_11_049_07_04,L79_11_049,C79_11,S_C79_11_07,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T11:32:00
AI_core_L79_11_049_08_05,core_L79_11_049_08_05,L79_11_049,C79_11,S_C79_11_08,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T13:10:00
AI_core_L79_11_050_06_04,core_L79_11_050_06_04,L79_11_050,C79_11,S_C79_11_06,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-18T13:59:00
AI_core_L79_11_051_05_04,core_L79_11_051_05_04,L79_11_051,C79_11,S_C79_11_05,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T09:01:00
AI_core_L79_11_051_08_05,core_L79_11_051_08_05,L79_11_051,C79_11,S_C79_11_08,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-06-01T11:14:00
AI_core_L79_11_052_05_03,core_L79_11_052_05_03,L79_11_052,C79_11,S_C79_11_05,7-9,student_supervised,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T08:53:00
AI_core_L79_11_052_07_05,core_L79_11_052_07_05,L79_11_052,C79_11,S_C79_11_07,7-9,student_supervised,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T12:24:00
AI_core_L79_11_054_01_01,core_L79_11_054_01_01,L79_11_054,C79_11,S_C79_11_01,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T11:02:00
AI_core_L79_11_054_06_03,core_L79_11_054_06_03,L79_11_054,C79_11,S_C79_11_06,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-18T13:01:00
AI_core_L79_11_054_08_05,core_L79_11_054_08_05,L79_11_054,C79_11,S_C79_11_08,7-9,student_supervised,Give a few example cases I could test for image authenticity.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T11:00:00
AI_core_L79_11_055_03_02,core_L79_11_055_03_02,L79_11_055,C79_11,S_C79_11_03,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept one part and changed the rest with my own words/work.,partial,True,2026-04-27T14:07:00
AI_core_L79_11_056_03_02,core_L79_11_056_03_02,L79_11_056,C79_11,S_C79_11_03,7-9,student_optional,Give a few example cases I could test for video clip context.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T09:28:00
AI_core_L79_11_057_08_05,core_L79_11_057_08_05,L79_11_057,C79_11,S_C79_11_08,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T08:54:00
AI_core_L79_11_058_04_02,core_L79_11_058_04_02,L79_11_058,C79_11,S_C79_11_04,7-9,student_supervised,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,partial,True,2026-05-04T13:04:00
AI_core_L79_11_058_05_03,core_L79_11_058_05_03,L79_11_058,C79_11,S_C79_11_05,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-11T12:51:00
AI_core_L79_12_001_03_02,core_L79_12_001_03_02,L79_12_001,C79_12,S_C79_12_03,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T09:02:00
AI_core_L79_12_002_01_01,core_L79_12_002_01_01,L79_12_002,C79_12,S_C79_12_01,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T13:28:00
AI_core_L79_12_004_02_02,core_L79_12_004_02_02,L79_12_004,C79_12,S_C79_12_02,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T14:43:00
AI_core_L79_12_004_07_04,core_L79_12_004_07_04,L79_12_004,C79_12,S_C79_12_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T14:39:00
AI_core_L79_12_005_01_01,core_L79_12_005_01_01,L79_12_005,C79_12,S_C79_12_01,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T07:45:00
AI_core_L79_12_006_01_01,core_L79_12_006_01_01,L79_12_006,C79_12,S_C79_12_01,7-9,student_optional,Give a few example cases I could test for headline credibility.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T11:53:00
